SKU,QTY,Cost
ASHG3641,1.0,1.607168
ASHG63424,6.0,12.848422
ASHG63425,3.0,11.754385
ASHG6582,4.0,8.07
ASHG7610,3.0,7.253323
ASHG7760,6.0,6.89
ASHG8414,3.0,7.45
ASHG9344,3.0,3.6
ASHHA045,10.0,4.0
ASHHA590317,4.0,50.55
ASHHF400,10.0,8.08
ASHK060865,2.0,7.265479
ASHK070801,2.0,9.28
ASHK200341,2.0,11.0
ASHK201261,10.0,7.38
ASHK201338,1.0,4.52
ASHK3134,1.0,4.27
ASHK3185,2.0,3.982035
ASHK3196,4.0,5.222273
ASHK3198,11.0,22.08969
ASHK3201,1.0,3.61
ASHK3202,5.0,5.46
ASHK500063,8.0,3.917286
ASHK500120,6.0,3.891359
ASHK620177,1.0,16.262673
ASHK620178,2.0,18.829777
ASHK620244,4.0,12.176374
ASHK660205,4.0,13.285274
ASHK6700,2.0,4.467649
ASHK7147,2.0,4.143906
ASHK7185,10.0,2.932796
ASHK7286,2.0,2.69
ASHK7301,1.0,3.205052
ASHK7348,6.0,2.72588
ASHK7391,2.0,4.08
ASHK7450A,22.0,6.111239
ASHK750382,4.0,3.669084
ASHK80258,2.0,6.329127
ASHK80264,14.0,3.388507
ASHK80363,5.0,1.065836
ASHK80996,6.0,4.44414
ASHKCK0507,1.0,114.844284
ASHKCK901,1.0,38.96
ASHMC391031,1.0,35.73
ASHMK215,1.0,3.518962
ASHPA1056,3.0,18.37
ASHPH10060,9.0,1.556343
ASHPH16,18.0,1.3675
ASHPH3506,4.0,1.61
ASHPH3600,2.0,1.64
ASHPH3614,5.0,1.798546
ASHPH9A,4.0,6.14
ASHPS317,1.0,19.57
ASHRK640797,2.0,16.02
ASHRU2525,2.0,6.11
ASHSAF40,10.0,7.29
ASHSC2928,1.0,16.272673
ASHSG114006,6.0,4.43
ASHSG114010,3.0,4.42
ASHSG214056,6.0,5.12613
ASHSG214063,2.0,4.12
ASHSG314030,4.0,6.96
ASHSG314036,2.0,4.327799
ASHSG314049,1.0,3.172678
ASHSG314065,2.0,3.4
ASHSG314086,6.0,3.32
ASHSG414016,2.0,2.967641
ASHSG414043,2.0,3.151095
ASHSG414049,2.0,3.17
ASHSMA0458,2.0,14.16
ASHT41002,2.0,6.31
ASHT42121,1.0,11.13
ASHTBK007,1.0,68.08
ASHTBK265,2.0,42.311052
ASHTBK265H,1.0,71.7
ASHTBK465,3.0,31.05
ASHTBT150A,4.0,22.81
ASHUF126,1.0,13.66
ASHUF189,1.0,13.11
ASHUF198,3.0,7.12
ASHUF296,1.0,39.16
ASHUF502,1.0,9.1
ASHUF557,2.0,10.36
ASHUF97,3.0,6.922377
ASHWC140042,6.0,5.46
ASHWC370027,5.0,6.56
ASHWC370191,2.0,3.82
ASHWC37862,8.0,5.438877
ASHWF8494,2.0,5.0
ASHWL7498,3.0,4.85
ASPAFP6012,3.0,37.27
ATE24071153253EUR,1.0,22.17
ATE55055,2.0,29.925885
ATE669704EUR,1.0,7.7
ATL12B,1.0,5.12
ATL16114,1.0,2.13
ATL16115,1.0,2.95
ATL16116,1.0,1.67
ATL16431,3.0,2.55
ATL17,1.0,2.97
ATL18,2.0,2.06
ATL19,3.0,2.06
ATL194,2.0,0.04
ATL20,1.0,1.92
ATL28,1.0,4.08
ATL38015,1.0,6.0
ATL38019,1.0,4.37
ATL41100,6.0,3.34
ATL41157,2.0,2.13
ATL41183,4.0,3.13459
ATL41204,2.0,2.67
ATL41213,3.0,3.0
ATL41238,1.0,4.0
ATL41275,2.0,3.47
ATL41463,4.0,2.23
ATL46134,1.0,4.45
ATL512168,1.0,23.24
ATL53026,1.0,27.53
ATL53038,1.0,19.1
ATL5355,1.0,15.99
ATL5356,1.0,20.143077
ATL5381,4.0,14.58
ATL5387,3.0,21.31
ATL5397,2.0,13.83
ATL54017,2.0,15.651481
ATL54029,2.0,29.52
ATL54059,2.0,46.51
ATL54060,2.0,29.771061
ATL5475,2.0,28.79
ATL611204,10.0,1.880648
ATL80011,2.0,26.8
ATLB589,1.0,26.94
ATLB670,1.0,13.69
ATLB698,1.0,11.283885
ATLB769,2.0,12.66
ATLB919,1.0,10.414303
ATLB932,1.0,12.700197
ATLB952,1.0,17.455875
ATLB959,1.0,19.044779
ATLCA10359EUR,1.0,10.08
ATLCA10466,1.0,4.94
ATLCA7344,1.0,4.84
ATLCA8221,1.0,4.84
ATLCF10729,1.0,5.59
ATLD1021,1.0,7.58
ATLD1022,1.0,7.94
ATLD1028,1.0,8.48
ATLD1037,2.0,7.01
ATLD1045,1.0,8.08
ATLD1055,1.0,7.72
ATLD1089,1.0,11.4
ATLD1258,1.0,7.0
ATLD1259,1.0,8.1
ATLD1328,1.0,16.69
ATLD1379,1.0,9.38
ATLD1421,1.0,7.6
ATLD1809,1.0,13.34
ATLD1810,1.0,13.34
ATLD1843,1.0,20.0
ATLD484,2.0,8.35
ATLD5578,2.0,23.753055
ATLD642,1.0,7.29
ATLD661,1.0,6.06
ATLD673,3.0,5.0
ATLD711,1.0,15.227651
ATLD797,1.0,9.42
ATLD823,1.0,6.96
ATLD850,1.0,8.42
ATLD855H,1.0,19.084199
ATLES3713,1.0,7.03
ATLFT1047,1.0,4.47
ATLFT1056,1.0,15.696645
ATLFT1086,1.0,3.5
ATLFT1160,2.0,5.67
ATLFT1203,1.0,4.85
ATLG7333,2.0,5.029639
ATLH17357,2.0,7.98
ATLH5605,2.0,4.6
ATLH7421,1.0,7.01
ATLH9003_H4,1.0,1.14
ATLK050835,1.0,7.8
ATLK060420,1.0,3.82
ATLK060540,1.0,2.72
ATLK060755,1.0,5.78
ATLK060805,1.0,7.26
ATLK060865,1.0,8.25
ATLK060910,1.0,11.37
ATLK060923,1.0,12.92
ATLK060950,1.0,6.71
ATLK060985,1.0,9.25
ATLK8411,2.0,4.74
ATLPH4386,1.0,1.74
ATLWC17507,1.0,4.91
ATLWC17508,1.0,4.91
ATLWC370027,1.0,3.4
ATLWC370130,1.0,4.95
ATLWC37696,1.0,5.16
ATLWC37970,1.0,4.886278
ATP4333N,2.0,8.63
ATP4764,1.0,3.98
ATP4950,1.0,3.31
ATP5441506,1.0,31.4
ATP6030608,9.0,0.23
ATPB264,1.0,10.68
ATPB273,1.0,17.56
ATPB448,1.0,35.0
ATPB461,1.0,22.65
ATPFA-14,1.0,8.0
ATPJT510,1.0,10.06
ATPTF126,4.0,8.0
ATPTF172,2.0,14.73
ATPTO36,1.0,4.81
AUL0446,20.0,2.99
AUL103XP,8.0,3.6
AUL3013,2.0,2.2
AUL3017,1.0,5.06
AUL3018,12.0,2.42
AUL3031,18.0,1.981475
AUL3031XP,16.0,5.15
AUL3034,3.0,1.92
AUL3034XP,6.0,5.17
AUL3071,1.0,2.29
AUL3318,7.0,2.04
AUL3344,4.0,1.39
AUL3401,3.0,2.63
AUL3407,6.0,2.04
AUL3412,2.0,2.28
AUL3924XP,2.0,5.0
AUL5143,6.0,1.69
AUL5224,9.0,1.47
AUL5224XP,4.0,1.88
AUL5243XP,2.0,5.0
AUL5263XP,5.0,3.98
AUL7031,93.0,0.75
AUL7304,8.0,2.94
AUL7440,16.0,2.58
AUL7440XP,1.0,6.88
AUL7940,3.0,2.76
AUL7989,8.0,6.39
AUL9010,13.0,4.98
AULAP3015,1.0,1.39
AULAP45,1.0,2.99
AULAP5243,39.0,2.01
AULAP5245,1.0,4.21
AULAP5245XP,3.0,3.4
AULAP5263,3.0,2.13
AULAP5426,8.0,2.64
AULAPP5263,4.0,2.85
AULHT15,32.0,7.28
AVE18816,41.0,0.24
AVE68225214AA,1.0,0.19
AVE753163,1.0,192.3
AYD102142000B,10.0,8.55
AYD102142000B-B,20.0,2.94
AYD102142200B,10.0,7.48
AYD102732700D-B,20.0,3.44
AYD102735100C,10.0,41.19
AYD102735100C-B,20.0,5.69
AYD102735100C-B2,20.0,5.05
AYD102739100B,20.0,4.72
AYD102742100E,10.0,10.5
AYD102742600C,10.0,16.35
AYD102744100A,10.0,13.35
AYD102744100AP,18.0,4.9
AYD103060300B,20.0,4.66
AYD104157000B,10.0,32.14
AYD104157000B-B,18.0,3.89
AYD104432100G,9.0,36.86
AYD104432600G,6.0,36.86
AYD104432600G-B,20.0,4.11
AYD104434100D,1.0,41.9
AYD104434100D-B,18.0,4.0
AYD104434100D-B2,18.0,8.92
AYD104435900A-B,20.0,2.78
AYD104442300G,10.0,7.22
AYD104442300G-B,20.0,3.05
AYD104442700C,18.0,6.18
AYD104442700C-B,20.0,2.61
AYD104443100G,10.0,5.31
AYD104443100G-B,20.0,3.0
AYD104444400A,10.0,6.4
AYD104444400A-B,20.0,2.94
AYD104484100E,20.0,7.15
AYD104484100ESET,10.0,11.84
AYD118839600B,10.0,10.57
AYD145521,16.0,21.95
AYD23479354,20.0,3.65
AYD4578845AB,20.0,2.56
AYD46413122,1.0,3.91
AYD4656465AD,18.0,7.09
AYD4743244ABB,23.0,2.1
AYD4779713AA,6.0,16.26
AYD4779884AC,10.0,17.95
AYD4782893AB,20.0,0.64
AYD4782990AC,46.0,0.64
AYD4877838AE,12.0,48.35
AYD4877839AE,16.0,48.35
AYD5085419AC,28.0,4.83
AYD5119,10.0,10.45
AYD5151206AC,8.0,0.71
AYD5168158-59-B,2.0,4.35
AYD5168158AB,4.0,36.0
AYD5168159AB,5.0,36.0
AYD516828,19.0,3.65
AYD5180017AA,31.0,0.64
AYD51963548,8.0,14.5
AYD52001132SET,44.0,0.98
AYD52059982AG,11.0,14.19
AYD52059983AG,10.0,11.82
AYD52088746AA,20.0,3.17
AYD52088901AE,15.0,44.55
AYD52089629AC,3.0,8.43
AYD52114354AA-B,7.0,7.31
AYD52124820-21-B,13.0,1.91
AYD52124820AC,5.0,7.58
AYD52124821AC,14.0,7.48
AYD52124830AD,1.0,7.25
AYD52124840AB,12.0,6.61
AYD52125112AE,7.0,22.9
AYD52125113AE,6.0,22.9
AYD52125324AC,38.0,0.71
AYD52126114AC,8.0,6.06
AYD53005,12.0,21.0
AYD53006,30.0,20.65
AYD53022,10.0,17.3
AYD53036,20.0,9.76
AYD53041,10.0,16.26
AYD53050,12.0,11.5
AYD53052,18.0,19.51
AYD5383,10.0,10.8
AYD54042,10.0,16.5
AYD54131,10.0,11.65
AYD55054,10.0,17.15
AYD55066,8.0,19.13
AYD55069,10.0,14.44
AYD55073,10.0,15.85
AYD55097,10.0,22.0
AYD55150,8.0,20.76
AYD55151,8.0,17.18
AYD64246742AA,20.0,7.29
AYD64246742AA-B,20.0,1.92
AYD680180,10.0,21.6
AYD680508,10.0,24.61
AYD68051638AB,31.0,7.9
AYD68051638AB-B,9.0,1.38
AYD68051639AB-B,19.0,2.3
AYD68069648AB,11.0,4.95
AYD68071135AB,11.0,2.9
AYD68091398AA,16.0,2.96
AYD68091399AA,16.0,2.45
AYD68091399AASET,10.0,8.62
AYD680976,10.0,23.0
AYD68140000AA,52.0,1.27
AYD68210238AE,41.0,3.23
AYD68223716AB,21.0,2.15
AYD68246489AF,10.0,1.92
AYD68246731AA,6.0,3.85
AYD68246734AA,9.0,12.86
AYD68246739AA,10.0,12.86
AYD6824673AA,18.0,2.27
AYD6824673AA-B,35.0,1.81
AYD68246750AA-B,19.0,1.92
AYD68246753AA-B,20.0,1.92
AYD68248000AA,7.0,3.3
AYD68260466AB,20.0,2.66
AYD68263733AA,20.0,22.0
AYD68282328AA,4.0,18.11
AYD68282329AA,1.0,18.11
AYD68285295AA,20.0,7.0
AYD68285295AA-B,20.0,1.32
AYD68318011AC,6.0,3.52
AYD68318140AA,17.0,2.79
AYD68388819AA-1,20.0,5.55
AYD68388819AA-2,20.0,5.77
AYD68440380AA,20.0,6.11
AYD68440381AA,20.0,6.11
AYD76650,10.0,9.85
AYD780542,10.0,14.25
AYD780868R,10.0,20.95
AYD84477697,19.0,3.65
AYD900952,10.0,16.85
AYD9217633,28.0,3.28
AYDAMGK7424,10.0,17.3
AYDB1011,22.0,3.06
AYDB2001,9.0,5.8
AYDB2004,30.0,4.1
AYDB2745,24.0,1.67
AYDCA3001A,53.0,7.67
AYDCA3002AL,11.0,8.25
AYDCA3002AR,10.0,8.25
AYDCA3003A,16.0,8.6
AYDCA3003M,1.0,5.59
AYDCMS251112-B,26.0,3.6
AYDCMS251180,10.0,17.45
AYDCMS251181,15.0,17.45
AYDCMS251200,20.0,14.19
AYDCMS251220,4.0,16.13
AYDCMS251221,12.0,15.22
AYDCMS251224,12.0,7.62
AYDDS1235,9.0,11.8
AYDDS1238,16.0,12.66
AYDDS1430,15.0,12.2
AYDDS1461,5.0,13.37
AYDDS1461-B,12.0,2.4
AYDDS300005,25.0,12.1
AYDES3173,16.0,3.41
AYDES3358,18.0,3.73
AYDES3359,11.0,3.85
AYDES3398,5.0,2.86
AYDES3401,23.0,2.35
AYDES3446,6.0,3.52
AYDES3447,3.0,3.39
AYDES3472,23.0,4.8
AYDES3473,19.0,4.8
AYDES3474,19.0,4.4
AYDES3475,19.0,4.4
AYDES3529,18.0,3.07
AYDES3531,9.0,4.29
AYDES3537,78.0,2.65
AYDES3571,23.0,3.6
AYDES3609,13.0,3.52
AYDES3614,26.0,2.85
AYDES800403,20.0,3.95
AYDES800408,3.0,2.82
AYDES800594,12.0,3.9
AYDES800621,14.0,4.22
AYDES800762,28.0,4.38
AYDES800972,10.0,4.79
AYDES800973,8.0,4.79
AYDES800986,19.0,3.35
AYDES801123,3.0,4.22
AYDES801510,14.0,4.78
AYDES801511,14.0,4.78
AYDES801542,20.0,7.05
AYDES801542INN,19.0,4.66
AYDES801542SET,10.0,13.33
AYDES80643,20.0,3.47
AYDES80644,4.0,4.01
AYDES80646,29.0,3.51
AYDES80959,10.0,4.82
AYDES80960,16.0,4.82
AYDEV119,9.0,1.91
AYDEV417,8.0,3.56
AYDEV800584,16.0,3.49
AYDEV800609,16.0,3.58
AYDEV800611,19.0,2.86
AYDEV800801,14.0,3.12
AYDEV800890,21.0,3.6
AYDEV800934,35.0,2.4
AYDEV800938,14.0,3.4
AYDEV800950,18.0,3.05
AYDEV800958,19.0,4.44
AYDEV800960,12.0,3.19
AYDEV800963,9.0,2.97
AYDEV800987,12.0,3.45
AYDEV801068,40.0,3.49
AYDEV801077,37.0,4.15
AYDEV801132,33.0,3.2
AYDEV801208,35.0,3.87
AYDEV80645,26.0,2.79
AYDEV80702,6.0,3.53
AYDK200113,14.0,2.65
AYDK200160,33.0,1.0
AYDK200161,20.0,1.08
AYDK200161SET,20.0,1.57
AYDK200182,21.0,5.5
AYDK200183,16.0,3.44
AYDK200184,8.0,4.24
AYDK200187,22.0,2.79
AYDK200199,10.0,3.41
AYDK200200,9.0,2.72
AYDK200216,20.0,0.72
AYDK200220,22.0,1.2
AYDK200254,22.0,1.64
AYDK200255,15.0,1.37
AYDK200269,22.0,2.6
AYDK200341,60.0,4.7
AYDK200427,20.0,3.91
AYDK200688,26.0,2.65
AYDK200709,20.0,1.2
AYDK200717,1.0,2.58
AYDK200857,20.0,2.85
AYDK200893,12.0,2.15
AYDK200894,27.0,3.25
AYDK201184,6.0,2.53
AYDK201261,21.0,3.45
AYDK201334,5.0,7.52
AYDK201335,7.0,7.52
AYDK201338,11.0,3.18
AYDK201368,14.0,3.33
AYDK201551,4.0,1.54
AYDK201643,11.0,2.41
AYDK201644,17.0,1.32
AYDK201730,18.0,5.37
AYDK201731,7.0,2.85
AYDK201839,16.0,2.74
AYDK3134,26.0,3.76
AYDK3134-85SET,46.0,5.2
AYDK3134-K7401SET,20.0,5.43
AYDK3167A,12.0,3.76
AYDK3167ASET,20.0,5.42
AYDK3174,4.0,2.92
AYDK3185,16.0,4.34
AYDK3197,8.0,3.17
AYDK3198,8.0,20.31
AYDK3201,13.0,3.25
AYDK500033,10.0,2.26
AYDK500063,18.0,1.6
AYDK500064,16.0,3.78
AYDK500065,9.0,3.07
AYDK500120,44.0,3.5
AYDK500235,3.0,3.73
AYDK500250,17.0,3.5
AYDK500285,20.0,4.35
AYDK500286,36.0,4.01
AYDK500311,20.0,4.38
AYDK500313,19.0,2.93
AYDK500318,13.0,4.23
AYDK500340,12.0,3.67
AYDK500352,10.0,3.73
AYDK500418,17.0,4.01
AYDK5320,2.0,3.45
AYDK620177,18.0,13.41
AYDK620178,22.0,12.2
AYDK620245,8.0,12.74
AYDK620665,13.0,5.65
AYDK621375,8.0,40.8
AYDK622033,8.0,24.75
AYDK622034,6.0,24.75
AYDK622225,5.0,14.61
AYDK622917B,20.0,3.06
AYDK622964,8.0,48.6
AYDK622965,4.0,47.01
AYDK623722-B,20.0,5.2
AYDK6536,1.0,5.97
AYDK660275,10.0,4.44
AYDK6659,14.0,10.03
AYDK6663,21.0,4.27
AYDK6664,7.0,4.01
AYDK6667,10.0,3.19
AYDK6668,7.0,3.19
AYDK6700,18.0,3.58
AYDK6711,18.0,4.6
AYDK700050,68.0,2.5
AYDK700908,33.0,5.91
AYDK7147,21.0,2.83
AYDK7185,17.0,2.85
AYDK7211,5.0,11.82
AYDK7213,5.0,11.0
AYDK7218,10.0,3.73
AYDK7258,2.0,3.72
AYDK7274,16.0,3.24
AYDK7301,12.0,3.56
AYDK7342,8.0,3.17
AYDK7346,35.0,3.5
AYDK7389,11.0,3.8
AYDK7390,24.0,2.6
AYDK7390PA,20.0,2.17
AYDK7395,9.0,3.5
AYDK7399,6.0,5.44
AYDK7411,6.0,4.03
AYDK7424,11.0,21.65
AYDK7450,50.0,3.18
AYDK7466,19.0,0.77
AYDK7473,15.0,6.15
AYDK750026,8.0,4.99
AYDK750058,13.0,2.13
AYDK750071,38.0,2.85
AYDK750072,39.0,2.85
AYDK750139,20.0,3.52
AYDK750185,5.0,2.75
AYDK750253,11.0,3.57
AYDK750453,23.0,3.07
AYDK750573,28.0,2.86
AYDK750578,15.0,3.95
AYDK750579,18.0,3.95
AYDK750675,18.0,3.23
AYDK750689,10.0,4.22
AYDK750690,21.0,4.22
AYDK750704,20.0,3.38
AYDK750712,40.0,3.41
AYDK750713,40.0,3.41
AYDK750714,60.0,2.98
AYDK750715,54.0,2.98
AYDK750741,20.0,3.51
AYDK750742,16.0,2.41
AYDK750795,20.0,3.13
AYDK750795M,20.0,3.25
AYDK750938,37.0,5.26
AYDK750958,80.0,5.37
AYDK750959,82.0,5.37
AYDK750960,20.0,5.08
AYDK750961,20.0,5.08
AYDK750965,19.0,4.44
AYDK80107,36.0,2.69
AYDK80258,8.0,2.79
AYDK80262,3.0,3.22
AYDK80263,9.0,3.0
AYDK8030,2.0,3.52
AYDK80306,8.0,17.62
AYDK80308,10.0,16.25
AYDK80604,15.0,4.12
AYDK80629,26.0,3.22
AYDK80759,18.0,3.73
AYDK80764,20.0,4.95
AYDK80947,4.0,4.0
AYDK80996,22.0,3.3
AYDK8989,21.0,2.44
AYDK90349,18.0,3.15
AYDMS251112,16.0,21.03
AYDMS251143,7.0,6.55
AYDMS251163,4.0,29.01
AYDMS251164,3.0,29.01
AYDMS251227,15.0,6.14
AYDMS251253,10.0,24.44
AYDMS25575,20.0,14.0
AYDMS25642,47.0,3.56
AYDMS25643,47.0,3.56
AYDMS25652,23.0,5.25
AYDMS25653,27.0,5.25
AYDMS25665,9.0,29.0
AYDMS25666,9.0,29.5
AYDMS25669,20.0,9.85
AYDMS25731,17.0,3.78
AYDMS25734,20.0,4.2
AYDMS258157,12.0,5.8
AYDMS40675,26.0,3.2
AYDMS40894,7.0,0.97
AYDMS50652,33.0,3.35
AYDMS50653,31.0,3.35
AYDMS95502,20.0,7.37
AYDMS95704,20.0,4.78
AYDMS95816,20.0,3.9
AYDRK100119,10.0,22.0
AYDRK620634,3.0,18.0
AYDRK621602,4.0,38.6
AYDRK621897,4.0,22.19
AYDRK623778,10.0,36.75
AYDRK623779,10.0,36.75
AYDRK641504,1.0,37.34
AYDRK641650,21.0,8.66
AYDRK641781,10.0,14.8
AYDRK641781-B,20.0,1.81
AYDRK642901,6.0,6.69
AYDRK643129,14.0,14.19
AYDRK643129-B,12.0,3.4
AYDRK661097,1.0,10.3
AYDRK661215,15.0,9.5
AYDTELS17531,10.0,9.75
AYDTETC17334,10.0,29.65
AYDTETC17752,10.0,10.65
BAW4895668AA,1.0,42.396863
BAW52113261AD,1.0,26.54707
BAW52125322AB,2.0,21.062394
BAW521949,1.0,58.39
BAW68282328AA,1.0,33.936571
BAW68282329AA,1.0,33.936571
BAW68282729AB,1.0,141.687018
BAW750052,4.0,10.040622
BAWDS1312,1.0,32.246893
BAWDS1423,1.0,18.320056
BAWDS1430,1.0,30.7
BAWES2222L,1.0,4.29349
BAWES3302,1.0,9.01
BAWES3446,1.0,9.28
BAWES3455,1.0,7.84
BAWES3691,4.0,7.24529
BAWES3695,2.0,10.79
BAWES800367,1.0,9.18
BAWES800594,3.0,11.45
BAWES801427,1.0,14.614784
BAWES80311,4.0,8.701253
BAWES80960,2.0,8.61
BAWEV128,4.0,5.85
BAWEV800289,3.0,8.49
BAWEV800432,1.0,7.9
BAWEV800573,1.0,8.26
BAWEV800584,1.0,6.99
BAWEV800609,2.0,8.33
BAWEV800928,4.0,6.727769
BAWEV800934,1.0,9.28
BAWEV80645,5.0,5.92
BAWK200179,2.0,4.5
BAWK200180,4.0,5.276697
BAWK200181,1.0,5.646434
BAWK200182,4.0,8.2
BAWK200183,6.0,4.214425
BAWK200186,1.0,9.72
BAWK200247,2.0,4.25
BAWK200255,2.0,1.85
BAWK3131,2.0,4.34
BAWK3137,1.0,7.11
BAWK3167A,3.0,6.07
BAWK3181,2.0,2.43
BAWK3200,2.0,6.2
BAWK500088,3.0,9.347983
BAWK500120,1.0,14.19
BAWK5208,1.0,7.714942
BAWK5289,1.0,9.0
BAWK620510,1.0,160.0
BAWK6477,1.0,10.139121
BAWK6540,2.0,8.927076
BAWK6541,1.0,10.49
BAWK6712,2.0,3.388852
BAWK7246,2.0,19.850445
BAWK7275,10.0,3.490523
BAWK7306,1.0,7.9
BAWK7348,6.0,2.361236
BAWK80068,1.0,27.852321
BAWK80212,4.0,8.428851
BAWK80213,3.0,7.02
BAWK80244,1.0,8.58
BAWK80582,1.0,9.258928
BAWK80635,4.0,7.5
BAWK80670,1.0,48.2
BAWK80722,3.0,27.73
BAWK80826,1.0,45.46
BAWK80898,4.0,6.949157
BAWK8195T,3.0,3.71
BAWK8283,1.0,16.425801
BAWK8695,2.0,10.55089
BAWK8708T,1.0,28.83
BAWK8734,1.0,9.98
BAWK90670,1.0,4.11
BAWMS251163,2.0,68.687431
BAWMS251164,2.0,68.687431
BAWMS25734,1.0,8.741238
BAWMS50875,2.0,6.0
BAWRK80714,1.0,45.93
BBB1353,1.0,135.7
BBB19320092,1.0,68.91
BBB7120115A1,1.0,78.77
BBP12570,2.0,2.341482
BBP13690,2.0,2.66
BBP14130,6.0,2.679308
BBP14155,6.0,2.201692
BBP14162,2.0,3.31
BBP14163,8.0,2.84
BBP14166,2.0,4.030611
BBP14167,2.0,3.35
BBP14169,8.0,3.63454
BBP14178,15.0,4.1
BBP14181,4.0,3.06
BBP14187,3.0,1.992007
BBP14190,6.0,2.69
BBP14191,4.0,2.92394
BBP14197,1.0,2.32
BBP14198,10.0,3.156924
BBP14217,2.0,2.446325
BBP14240,12.0,2.318184
BBP14243,2.0,3.34
BBP14255,5.0,3.33
BBP14257,4.0,3.145275
BBP14263,2.0,3.3
BBP14269,4.0,2.807449
BBP14274,4.0,3.36
BBP14275,1.0,2.644361
BBP14287,4.0,3.2
BBP14297,8.0,2.399728
BBP14299,6.0,2.83
BBP14644001,1.0,8.03
BBP15039,10.0,1.444496
BBP15072,5.0,1.25811
BBP15125,2.0,1.9
BBP15183,2.0,1.281408
BBP15228,7.0,1.083372
BBP15280,4.0,1.409549
BBP15289,10.0,3.4
BBP15290,8.0,1.74
BBP15312,2.0,3.704435
BBP15319,4.0,7.02
BBP15331,2.0,6.28
BBP15339,4.0,2.16
BBP15391,4.0,1.665831
BBP15415,2.0,3.56
BBP15443,4.0,1.724076
BBP15625,3.0,7.6
BBP16109,2.0,2.25
BBP16113,3.0,3.06
BBP16114,8.0,2.07
BBP16115,2.0,1.58
BBP16116,8.0,1.374601
BBP16117,4.0,2.22
BBP16118,3.0,1.922112
BBP16123,14.0,1.52
BBP16125,3.0,3.47
BBP16127,4.0,2.81
BBP16129,13.0,2.306535
BBP16144,2.0,2.68
BBP16146,1.0,2.97
BBP16147,3.0,1.351303
BBP16151,8.0,1.9
BBP16158,2.0,3.93
BBP16193,2.0,2.93
BBP16203,1.0,1.61
BBP16218,3.0,2.36
BBP16228,4.0,1.86
BBP16230,2.0,1.747375
BBP16253K,2.0,2.86
BBP16525,2.0,1.86
BBP17401,11.0,8.56
BBP2409K,5.0,14.55
BBP41080,2.0,1.11832
BBP41100,10.0,1.85
BBP41105,2.0,1.91
BBP41107,2.0,2.06
BBP41120,7.0,1.840568
BBP41122,12.0,2.15
BBP41129,4.0,2.14
BBP41132,6.0,1.8
BBP41147,21.0,1.444496
BBP41148,4.0,1.81727
BBP41149,1.0,1.98
BBP41150,6.0,2.050253
BBP41157,1.0,1.3979
BBP41158,2.0,2.71
BBP41160,2.0,1.328005
BBP41161,3.0,2.87
BBP41162,6.0,2.9
BBP41164,2.0,1.87
BBP41165,27.0,1.654181
BBP41166,4.0,1.85
BBP41167,4.0,1.036776
BBP41171,4.0,1.910463
BBP41173,4.0,2.69
BBP41174,2.0,2.79
BBP41177,4.0,2.190043
BBP41179,3.0,2.07
BBP41183,2.0,2.62
BBP41184,8.0,1.72
BBP41185,6.0,1.619234
BBP41193,3.0,2.44
BBP41200,2.0,1.99
BBP41203,10.0,1.98
BBP41204,5.0,1.98
BBP41205,6.0,1.351303
BBP41212,4.0,1.9
BBP41213,2.0,1.9
BBP41216,2.0,2.77
BBP41223,4.0,2.25
BBP41224,10.0,1.33
BBP41226,3.0,1.91
BBP41231,2.0,2.16
BBP41237,12.0,1.176566
BBP41238,2.0,1.94
BBP41246,14.0,2.15
BBP41247,1.0,2.36
BBP41260,9.0,0.95
BBP41262,4.0,2.57
BBP41263,1.0,2.23
BBP41267,1.0,1.71
BBP41268,3.0,1.514391
BBP41275,11.0,2.39
BBP41280,4.0,2.77
BBP41292,12.0,2.66
BBP41303,8.0,2.7
BBP41304,12.0,2.35
BBP41305,4.0,1.95706
BBP41309,2.0,5.743038
BBP41310,2.0,2.026955
BBP41317,6.0,1.654181
BBP41318,4.0,2.79
BBP41320,4.0,3.09
BBP41337,2.0,2.59
BBP41340,2.0,2.74
BBP41357,4.0,2.48
BBP41364,2.0,1.97
BBP41365,2.0,1.99
BBP41366,1.0,2.78
BBP41367,4.0,2.64
BBP41375,2.0,1.9
BBP41536,2.0,1.92
BBP5917,10.0,2.86
BBP6173K,1.0,13.64
BBP6200K,1.0,4.729561
BBP6228K,2.0,4.6
BBP6230K,2.0,3.24
BBP7099,2.0,8.19
BBP7502,2.0,8.32
BBP7513,10.0,7.39722
BBP7533,2.0,8.96
BBP7594,3.0,8.32
BBP7595,8.0,10.123125
BBP7652,2.0,11.05
BBP7654,2.0,9.77
BBP7682,4.0,8.259258
BBP7696,9.0,6.66
BBP7710,4.0,5.09
BBP7718,4.0,4.706263
BBP7792,2.0,6.89
BBP7794,4.0,5.07
BBP7801,4.0,10.63
BBP7809,1.0,7.11
BBP7813,7.0,6.28
BBP7814,4.0,8.19
BBP7815,2.0,5.0
BBP7817,8.0,6.27
BBP7818,2.0,5.463458
BBP7821,4.0,5.09
BBP7822,4.0,4.613069
BBP7823,4.0,5.88
BBP7825,2.0,8.42
BBP7835,6.0,5.044089
BBP7836,4.0,7.01
BBP7848,2.0,4.56
BBP7854,8.0,5.8
BBP7857,8.0,4.49
BBP7858,6.0,6.290549
BBP7859,2.0,5.26
BBP7862,6.0,3.984015
